; CLRSLOT
TABID= 502
TYPE=  -13 HDATUM=   676.100  CULVERT
LABEL=U of I E-W access road                            
NHUP=   23
NPFD=   10
HUP     2500-4 5000-4 7500-4 1000-3 1250-3 1500-3 1750-3 2000-3 2500-3 3000-3
FDROP   2728-4 3200-4 3628-4 4047-4 4494-4 4918-4 5476-4 5989-4 7456-4 9200-4
   PFD          Flows for HUP and Proportion of FDROP
 3162-5 2888-4 1039-3 2161-3 3580-3 5246-3 7017-3 8998-3 1091-2 1491-2 1825-2
 8944-5 4502-4 1659-3 3469-3 5772-3 8476-3 1137-2 1462-2 1777-2 2441-2 3013-2
 1643-4 5553-4 2099-3 4431-3 7413-3 1092-2 1474-2 1893-2 2312-2 3192-2 3980-2
 2530-4 6183-4 2409-3 5132-3 8636-3 1278-2 1732-2 2226-2 2732-2 3790-2 4781-2
 3536-4 6518-4 2612-3 5625-3 9513-3 1413-2 1926-2 2479-2 3057-2 4261-2 5415-2
 4648-4 6673-4 2733-3 5946-3 1011-2 1506-2 2061-2 2661-2 3293-2 4609-2 5896-2
 5857-4 6723-4 2792-3 6126-3 1046-2 1563-2 2145-2 2777-2 3442-2 4866-2 6234-2
 7155-4 6716-4 2806-3 6190-3 1061-2 1592-2 2199-2 2862-2 3549-2 5003-2 6420-2
 8538-4 6643-4 2778-3 6161-3 1059-2 1589-2 2191-2 2861-2 3587-2 4983-2 6416-2
 1000-3 6642-4 2784-3 6158-3 1059-2 1588-2 2208-2 2859-2 3588-2 5017-2 6469-2
HUP     3300-3 3500-3 4000-3 4500-3 5000-3 5380-3 5500-3 6000-3 6500-3 7000-3
FDROP   1041-3 1148-3 1499-3 1990-3 2463-3 2550-3 2585-3 2735-3 2932-3 3120-3
   PFD          Flows for HUP and Proportion of FDROP
 3162-5 1955-2 2293-2 3964-2 6918-2 1082-1 1411-1 1527-1 2057-1 2530-1 3189-1
 8944-5 3263-2 3667-2 5531-2 8999-2 1332-1 1684-1 1805-1 2351-1 2858-1 3520-1
 1643-4 4353-2 4842-2 6709-2 1039-1 1487-1 1851-1 1976-1 2536-1 3071-1 3739-1
 2530-4 5284-2 5858-2 7725-2 1150-1 1605-1 1965-1 2090-1 2647-1 3183-1 3852-1
 3536-4 6032-2 6694-2 9242-2 1260-1 1718-1 2076-1 2200-1 2756-1 3294-1 3964-1
 4648-4 6615-2 7349-2 1018-1 1356-1 1827-1 2182-1 2306-1 2861-1 3401-1 4071-1
 5857-4 7016-2 7802-2 1079-1 1431-1 1916-1 2279-1 2402-1 2958-1 3500-1 4171-1
 7155-4 7252-2 8066-2 1111-1 1487-1 1985-1 2359-1 2483-1 3040-1 3586-1 4259-1
 8538-4 7248-2 8060-2 1109-1 1526-1 2027-1 2414-1 2538-1 3097-1 3648-1 4323-1
 1000-3 7315-2 8136-2 1120-1 1549-1 2042-1 2433-1 2558-1 3118-1 3670-1 4349-1
HUP     7500-3 8000-3 9000-3
FDROP   3321-3 3529-3 3949-3
   PFD          Flows for HUP and Proportion of FDROP
 3162-5 3917-1 4727-1 6584-1
 8944-5 4252-1 5055-1 6860-1
 1643-4 4476-1 5276-1 7062-1
 2530-4 4588-1 5388-1 7175-1
 3536-4 4700-1 5501-1 7290-1
 4648-4 4808-1 5611-1 7402-1
 5857-4 4910-1 5713-1 7507-1
 7155-4 4998-1 5803-1 7599-1
 8538-4 5064-1 5870-1 7667-1
 1000-3 5090-1 5897-1 7695-1
TABID= 503
TYPE=  -13 HDATUM=   679.420  CHANRAT
LABEL=U OF I E-W ACCESS ROAD, RB                        
NHUP=   15
NPFD=   10
HUP     2500-4 5000-4 7500-4 1000-3 1250-3 1500-3 1750-3 2000-3 2500-3 3000-3
FDROP   1631-4 2502-4 3536-4 4487-4 5334-4 6076-4 6808-4 7598-4 8967-4 9471-4
   PFD          Flows for HUP and Proportion of FDROP
 3162-5 6925-6 9840-5 3618-4 1105-3 2433-3 5024-3 8739-3 1379-2 3375-2 7097-2
 8944-5 1114-5 1582-4 5865-4 1776-3 3915-3 8096-3 1414-2 2236-2 5436-2 1144-1
 1643-4 1427-5 2022-4 7578-4 2271-3 5039-3 1038-2 1823-2 2892-2 6975-2 1470-1
 2530-4 1656-5 2343-4 8888-4 2632-3 5889-3 1208-2 2134-2 3396-2 8119-2 1717-1
 3536-4 1817-5 2566-4 9862-4 2881-3 6513-3 1327-2 2360-2 3771-2 8946-2 1900-1
 4648-4 1924-5 2712-4 1056-3 3048-3 6955-3 1409-2 2524-2 4047-2 9494-2 2027-1
 5857-4 1987-5 2795-4 1101-3 3149-3 7234-3 1462-2 2627-2 4228-2 9857-2 2110-1
 7155-4 2018-5 2837-4 1128-3 3212-3 7394-3 1494-2 2687-2 4337-2 1008-1 2160-1
 8538-4 2029-5 2847-4 1141-3 3243-3 7470-3 1512-2 2716-2 4395-2 1021-1 2186-1
 1000-3 2035-5 2854-4 1144-3 3258-3 7487-3 1516-2 2723-2 4406-2 1025-1 2191-1
HUP     3500-3 4000-3 4500-3 5000-3 6000-3
FDROP   1029-3 1135-3 1246-3 1353-3 1525-3
   PFD          Flows for HUP and Proportion of FDROP
 3162-5 1324-1 2251-1 3565-1 5348-1 1090+0
 8944-5 2143-1 3649-1 5777-1 8665-1 1759+0
 1643-4 2763-1 4715-1 7463-1 1119+0 2262+0
 2530-4 3234-1 5532-1 8757-1 1313+0 2642+0
 3536-4 3589-1 6148-1 9733-1 1459+0 2922+0
 4648-4 3841-1 6590-1 1044+0 1565+0 3127+0
 5857-4 4010-1 6891-1 1093+0 1638+0 3269+0
 7155-4 4114-1 7077-1 1123+0 1683+0 3358+0
 8538-4 4170-1 7179-1 1140+0 1709+0 3410+0
 1000-3 4183-1 7203-1 1144+0 1713+0 3423+0
TABID= 504
TYPE=  -13 HDATUM=   679.430  CHANRAT
LABEL=OVERLAND U OF I E-W ACCESS ROAD, LB               
NHUP=   12
NPFD=   10
HUP     2500-4 5000-4 7500-4 1000-3 1250-3 1500-3 1750-3 2000-3 2500-3 3000-3
FDROP   1427-4 2751-4 4049-4 5385-4 6814-4 8124-4 9243-4 1034-3 1211-3 1370-3
