; CLRSLOT
* Created by program: fequtl
* Version:   5.80 Version date: 6 October 2008        Date/time of run: 2009/03/25: 15.59.00.565
TABID= 4
TYPE=  -22
STATION= 2.09500E+00 GISID=4                EASTING=   -33000000.00 NORTHING=   -33000000.00
ELEVATION= 6.57800E+02                  EXT=-99.900000 FAC=1.000 SLOT=     0.000
     Depth Top_width         Area   Sqrt(Conv)      Beta First_moment     Alpha        Critq
 0.0000000 0.0000000 0.0000000000 0.0000000000  1.066669 0.0000000000  1.185188 0.0000000000
 0.0800171 11.336185 0.4535442590 1.1988022300  1.066669 0.0120970979  1.185188 0.4854781930
 0.2999878 42.499886 6.3747234300 6.9819288300  1.066668 0.6374464040  1.185187 13.212106700
 0.7999878 69.999878 34.499664300 24.145641300  1.039616 10.283126800  1.107147 133.00471500
 1.4000244 90.000404 82.502677900 45.912986800  1.035845 44.785884900  1.096734 434.31506300
 3.4000244 131.66699 304.17007400 119.91776300  1.034522 417.56976300  1.091949 2555.7497600
 5.2000122 179.82454 584.51055900 192.02047700  1.058391 1204.3745100  1.149464 5859.3276400
 6.0000000 225.22736 746.52887000 224.29832500  1.081345 1734.3608400  1.206979 7671.2407200
 6.2000122 391.57892 808.21325700 232.50595100  1.106990 1889.2900400  1.268946 7810.8652300
 7.2000122 463.48553 1235.7454800 284.39868200  1.219376 2905.2771000  1.595841 10456.023400
 7.2999878 669.82892 1292.3973400 287.33749400  1.233055 3031.4814500  1.637932 10615.933600
 8.2000122 833.33344 1968.8387500 344.75955200  1.335110 4488.0405300  2.009269 14250.734400
 8.2999878 871.20154 2054.0446800 350.88766500  1.340005 4689.1035200  2.033581 14807.933600
 9.2000122 1029.6777 2909.4636200 415.01696800  1.351838 6912.0454100  2.142933 21256.794900
 9.2999878 1544.6185 3038.1469700 408.74740600  1.360679 7208.9248000  2.178157 21640.921900
 9.5000000 1613.6124 3353.9895000 426.66278100  1.388330 7847.9472700  2.287432 22754.390600
 10.200012 1691.7375 4510.8818400 496.27829000  1.404163 10597.509800  2.410657 30281.990200
 10.299988 1802.0636 4685.5293000 502.93899500  1.402020 11057.127000  2.411121 31553.046900
 12.200012 1911.9419 8213.8798800 711.13208000  1.292589 23278.668000  2.082287 68650.054700
 12.299988 1945.0574 8406.6826200 720.17370600  1.286920 24109.464800  2.062052 71137.234400
 14.000000 1965.6537 11730.810500 913.82830800  1.207090 41221.496100  1.768433 122188.85900
 15.700012 1986.2500 15089.953100 1103.5351600  1.156233 64014.351600  1.576134 186742.70300
       -1.
TABID= 154
TYPE=  -22
STATION= 1.25000E+00 GISID=154              EASTING=   -33000000.00 NORTHING=   -33000000.00
ELEVATION= 6.94000E+02                  EXT=-99.900000 FAC=1.000 SLOT=     0.000
     Depth Top_width         Area   Sqrt(Conv)      Beta First_moment     Alpha        Critq
 0.0000000 0.0000000 0.0000000000 0.0000000000  1.000000 0.0000000000  1.000000 0.0000000000
 0.0800171 3.2006836 0.1280546930 0.6691852810  1.000000 0.0034155212  1.000000 0.1453449130
 1.0000000 40.000000 20.000000000 19.871801400  1.000000 6.6666669800  1.000000 80.249618500
 3.2750244 53.215950 126.03427900 88.881065400  1.000000 167.08226000  1.000000 1100.6267100
 5.5499878 66.431549 262.13110400 154.93478400  1.000000 602.91357400  1.000000 2954.7353500
 7.8249512 79.647141 428.29293800 219.16670200  1.000000 1382.5585900  1.000000 5635.7822300
 10.099976 92.863091 624.52545200 284.76873800  1.000000 2574.4521500  1.000000 9190.3398400
 10.500000 278.30612 698.76379400 298.04632600  1.050374 2836.6533200  1.105862 6282.9292000
 12.333313 418.86920 1337.8339800 378.33258100  1.350277 4664.1440400  1.945034 13567.257800
 14.166687 559.43695 2234.6345200 470.26126100  1.509894 7899.6059600  2.602211 25343.238300
 16.000000 700.00000 3389.1057100 571.03210400  1.581764 13015.274400  3.028517 42316.191400
 18.250000 878.75000 5165.1992200 697.15014600  1.659423 22563.457000  3.522962 71060.117200
 20.500000 1057.5000 7343.4804700 832.92437700  1.684877 36560.312500  3.794980 109809.68800
 22.750000 1236.2500 9923.9492200 976.19274900  1.686280 55910.761700  3.935778 159551.75000
 25.000000 1415.0000 12906.605500 1125.9394500  1.675750 81519.726600  3.995312 221191.17200
       -1.
TABID=50
TYPE=   -2
REFL=     0.000 FAC= 1.00000+0
      DEPTH DISCHARG TEST OF CRITICAL FLOW TABLE
 0.0000000 0.0000000
 5.0000000 0.0000000
 5.1216493 10.271935
 6.5130706 453.96033
 8.0011549 1283.9939
 9.4648342 2358.8472
 10.910419 3631.6826
 12.340418 5075.4312
 13.758559 6671.8271
 15.167187 8407.4639
 16.568064 10271.951
 17.962536 12256.930
 19.351650 14355.487
 20.736233 16561.777
 22.116943 18870.777
 23.494314 21278.105
 24.868786 23779.898
 26.240723 26372.713
      -1.0
; Flow defining minimum head=     0.200
TABID= 500
TYPE=  -13 HDATUM=    11.300  EMBANKQ zrhufd=    0.0000
LABEL= MTPPOOL TO PENPOOL                               
NHUP=    9
NPFD=   20
HUP     1000-5 5000-5 1000-4 1500-4 2000-4 3000-4 4000-4 7500-4 1000-3
FDROP   2000-6 9998-6 1999-5 2995-5 3989-5 5964-5 7919-5 1456-4 1909-4
   PFD          Flows for HUP and Proportion of FDROP
 2500-6 1761-5 2632-4 9827-4 2113-3 3561-3 7487-3 1286-2 4575-2 7275-2
 1000-5 7043-5 1053-3 3932-3 8455-3 1426-2 3000-2 5160-2 1844-1 2946-1
 2250-5 1585-4 2369-3 8849-3 1899-2 3209-2 6770-2 1167-1 4205-1 6778-1
 4000-5 2817-4 4211-3 1574-2 3338-2 5679-2 1198-1 2071-1 7570-1 1247+0
 6250-5 4344-4 6255-3 2274-2 4960-2 8470-2 1793-1 3083-1 1139+0 1974+0
 9000-5 5902-4 8300-3 2963-2 6346-2 1083-1 2298-1 3958-1 1427+0 2428+0
 1225-4 6656-4 9340-3 3327-2 7123-2 1212-1 2562-1 4399-1 1572+0 2672+0
 1600-4 7275-4 1021-2 3634-2 7776-2 1327-1 2807-1 4817-1 1721+0 2930+0
 2025-4 7956-4 1113-2 3953-2 8460-2 1441-1 3044-1 5220-1 1858+0 3160+0
 2500-4 8473-4 1182-2 4192-2 8978-2 1531-1 3239-1 5551-1 1976+0 3369+0
 3025-4 9030-4 1255-2 4438-2 9498-2 1621-1 3422-1 5864-1 2080+0 3545+0
 3600-4 9446-4 1310-2 4620-2 9887-2 1687-1 3565-1 6110-1 2165+0 3695+0
 4225-4 9832-4 1359-2 4784-2 1023-1 1746-1 3689-1 6315-1 2231+0 3808+0
 4900-4 1013-3 1397-2 4907-2 1050-1 1791-1 3784-1 6474-1 2284+0 3901+0
 5625-4 1036-3 1425-2 4998-2 1069-1 1824-1 3855-1 6594-1 2324+0 3974+0
